commitMsg,changeType,bugFix,featureAddition,performanceImprovement
[gr-17176] trufflestrings: allow constant folding and use intrinsics also outside of partial evaluation.          pullrequest: graal/11256     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
instantiate via reflectionutil in constructcopy#transform to ensure constuctor is accessible     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0]",0,0,1
counted loop overflow test: try to inject profile to make test more     resilient towards bad profiles     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
trufflestring: loosen tstringconstantfoldingtest     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 5, 0]",1,1,1
add explicit platform check to trufflefeature     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,1
cleanup and documentation.     ,"[0, 0, 0, 0, 2, 4, 0, 0, 10, 0, 0, 0, 4, 0, 0, 14, 0, 0, 2, 6, 0, 5, 5, 5, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 0, 0, 0, 0, 0, 0, 6, 7, 0, 0, 74, 0]",0,0,1
trufflestrings: fix svm initialization of trufflestringstablefieldprovider     ,"[0, 0, 0, 0, 5, 10, 1, 1, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 12, 3, 0, 0, 0, 0, 0, 0, 34, 23, 2, 4, 10, 0]",1,0,0
register trufflestring fields as accessed     ,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]",0,0,1
improve initialization of trufflestringstablefieldprovider     ,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 2, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10, 0, 0, 0, 0, 0, 0, 7, 10, 0, 1, 2, 0]",0,0,1
trufflestrings: allow constant folding and stub calls outside partial     evaluation.     ,"[0, 0, 0, 0, 78, 18, 21, 19, 30, 1, 0, 19, 3, 0, 3, 30, 4, 0, 4, 1, 8, 3, 32, 79, 8, 28, 1, 1, 0, 0, 0, 0, 0, 6, 24, 31, 0, 0, 0, 1, 0, 0, 410, 259, 6, 49, 262, 8]",0,1,0
reland mediacodec: don't cache buffers until requested          do not cache input/output buffers until explicitly requested.          track validity of buffers before getinput/outputbuffers so that the     dequeued buffers are marked accessible when the array is returned     to the client.          bug: 189889230     bug: 236106096     test: manual     change-id: i6892f02853f00c3e355c827ec943fbdf183469f1     ,"[0, 0, 9, 0, 0, 2, 0, 4, 0, 0, 0, 1, 11, 0, 0, 6, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 40, 0, 4, 20, 0]",1,1,1
"correct mapping for `boot-after-ota` compilation reason          the `boot` compilation reason is now deprecated (since android s),     but the mapping between packagemanagerservice.reason_boot_after_ota     and the corresponding value in art_compilation_filter has not been     updated (or it has been incorrect all along). note that this will     require a change in apc/pitot to make sure that both the previous and     the new value for this id are treated in the same way (so we don't     lose data logged ahead of this change, which is still valid, just     associated with an unexpected id).          bug: 239548426     test: atest artstatslogutilstest     change-id: i38b4a16768f32f8ed2ecfe5d5c389ad4ec3b6b6e     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
"tidy up vpn code          this commit addressed the comments in different commits, it did     - make isvpnapp() to be a static method.     - rename getredactednetworkcapabilitiesofunderlyingnetwork to     getredactednetworkcapabilities and rename     getredactedlinkpropertiesofunderlyingnetwork to     getredactedlinkproperties.     - reduce the scope of synchronized block in handlesessionlost().     - fast return when there is an illegalargumentexception in     handlesessionlost().     - remove inaccurate comment.     - update the document of mcurrenttoken.     - define an initial token value of ike session.     - add `/* exeception */` annotation to handlesessionlost(null)     calls.          bug: 236409954     test: atest frameworksnettests:vpntest     change-id: i8c938f8796345dc2eee6c8eff513b0f993bc8165     ","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 3, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 1, 0]",0,0,1
make vpn more testable with a wrapper class          this commit creates a wrapper class for networkagent to make the     vpn code more testable.          bug: 192077544     test: atest vpntest     change-id: ia599fed8c874ea9622a1f56f686de293bcbfddb8     ,"[0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0]",1,1,1
"reword ambiguous documentation in parcel          - original documentation for parcel.unmarshall could be understood     both ways: parcel written with bytes of data, data written with     bytes of parcel          test: not applicable     signed-off-by: danielzhang130 <danielzhang130@gmail.com>     change-id: i9afd3ae66ca03f391b272ac0524593395ffe53fa     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
fixed typo in class description.          change-id: i0c2afdd0a8c914854d96e27c924ee74af488e1e4     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
remove time use.          time is deprecated and there are better alternatives.          bug: 16550209     test: atest frameworkssaxtests     change-id: i301d1075b4b64c4586c2e4d7d9b0a12e609fe064     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0]",1,1,1
improve docs for generated properties in propertymapper          change-id: i1e927013d14731d3be5024bc581ebd664f878eb9     test: n/a     bug: 237226979     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
"[nms] call isservicetokenvalidlocked with lock.          method isservicetokenvalidlocked should be called with mnotificationlock     held, otherwise there will be race condition.          bug: 236512598     test: manual     change-id: i7e24b5afe3d0a5233debf9da45200c2f4e1f570f     ","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",1,1,1
"identity: fix uncompressed form encoding of p-256 ec public key.          properly encode an p-256 ec public key in uncompressed form, in     particular ensure that the resulting blob is always 65 bytes long as     is expected.          was able to reproduce this with about 4% failures running a     test. after the fix didn't get a failure in 1,000 runs.          also remove unused util.integercollectiontoarray() function.          bug: 239857653     test: atest --rerun-until-failure 1000  android.security.identity.cts.provisioningtest#testprovisionandretrievemultipletime     change-id: i9a8a5570fde5a80f74632606126cdfcc1f6c7c99     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 2, 4, 0]",1,0,0
set le audio volume when audio mode is changed          bug: 230643532     test: checked the volume is changed when entering call mode     change-id: iae20b03e998a8a6064a85d6e7cf4858c85448618     ,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1,1
throw illegal state exception when service is not available          bug: 239607619     test: build     change-id: i84b3f813e798707d5564b54b6b2cc329f570908d     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0]",1,1,1
"skip sending vpnmanager events for settings vpns          this change early-exits from the sendeventtovpnmanagerapp()     method if the profile was not a vpn app.          otherwise the sendeventtovpnmanagerapp() will call     getredactednetworkcapabilities() which will call     appopsmanager#checkpackage() eventually.     and appopsmanager#checkpackage() will check if the given package     is the same as the given uid. in this case, vpn sends     `[legacy vpn]` as the package and sends 1000 as the uid, but     there is no package named `[legacy vpn], so the securityexception     is thrown.          bug: 236315805     test: atest frameworksnettests:vpntest     change-id: i228f62a5e09017dbf985a614f2e42434238a220c     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
"grant the activate_platform_vpn appop if vpn app has control_vpn          this makes the vpnmanager apis consistent with vpnservice, ensuring that apps relying on control_vpn and a separate consent dialog (per cdd) can work properly using the vpnmanager. without this patch, there is an inverted incentive to use the vpnservice.          as a workaround, apps using this with control_vpn already can/do work around this by calling vpnservice.prepareandauthorize().          bug: 232051081     test: atest frameworksnettests:vpntest     change-id: i0e0566bb8fed2f9330889e031175c33d499fa855     ","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",1,1,1
document return values from android.util.log logging functions          add a note about the return values from logging function since it was     asked in b/228523679.          bug: 228523679     fix: 228841312     test: m     change-id: i39a3cad4ba10c4602e58ec9e88c7864ead4b9d85     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
"offer explicit 3-byte vs 4-byte modified utf-8.          as documented in art/runtime/jni/jni_internal.cc, art has deviated     from the ri by using a 4-byte encoding instead of the 3-byte encoding     required by the jni specification.          some users are okay with this 4-byte encoding (where they control     both the reading and writing logic) but other users require     compatibility with the dataoutput/datainput api contract, so this     change lets users request either behavior.          this change now exercises all tests in both 4-byte and 3-byte modes,     and exhaustively confirms that all valid code-points match the     dataoutput/datainput contract when in 3-byte mode.          benchmark results still show significant performance benefits when     using this 3-byte encoding over the upstream ri:          timeread_upstream_mean (ns):                  5090068     timeread_localusing3bytesequences_mean (ns):  1996032     timeread_localusing4bytesequences_mean (ns):  1813250          timewrite_upstream_mean (ns):                 3856276     timewrite_localusing3bytesequences_mean (ns): 1632697     timewrite_localusing4bytesequences_mean (ns):  886503          bug: 236923096     test: atest frameworkscoretests:charsetutilstest     test: atest frameworkscoretests:fastdatatest     test: atest frameworkscoretests:xmltest     test: atest frameworkscoretests:binaryxmltest     test: ./frameworks/base/libs/hwui/tests/scripts/prep_generic.sh little && atest coreperftests:fastdataperftest     change-id: ibddd36410a0d4a909522de011f23a337b53d6889     ","[1, 0, 0, 0, 16, 5, 2, 2, 1, 0, 0, 5, 0, 0, 0, 1, 0, 0, 2, 6, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 40, 20, 0, 3, 13, 2]",1,1,1
"add explanation about the purpose of accessibility heading and use case apps should consider.          change-id: i01bdd1fc89d54e62e9ce1f8dc15a58d13c56fabc     test: n/a, documentation chang     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"track interfaces and roaming changed event history          currently netpolicy event log includes the meteredness changed     event but it's also called while the roaming changed. the     roaming event should be tracked as well so add roaming event     for it. besides, it would be better to track the interfaces changed     so this change also adds interfaces event for tracking interfaces     changed history.          bug: 237640200     test: frameworksnettest     adb shell dumpsys netpolicy     change-id: i788fb8896d3cd5b47916c687fde05ef7ad88456b     ","[0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",0,0,1
deprecate debug.enableemulatortraceoutput()          the api has been no-op for 2 releases.     https://r.android.com/1352354          we should officially deprecate the api.          bug: 238895989     test: atest ctsostestcases:android.os.cts.debugtest     change-id: ib1454b200a0ae0da557de02c49c482145deb97df     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
fix javadoc typo for bitmap.config.rgba_f16          signed-off-by: piotr fusik <piotr.fusik@gmail.com>     change-id: i5152f9888eeb9f0ece6e89b51e25905b175e906a     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
"fix charsetutf8perftest.          the test performed a lot of repetitions of the same append call with a buffer that kept being extended which resulted in oom errors, but now we use a new buffer each time.          test: atest charsetutf8perftest     bug: 235455275     change-id: i10427d315a6d0b45394c74d0c8642f0c085ceb07     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 0, 2, 4, 0]",1,0,0
"fix failing libcore benchmarks.          jarfileperftest was incorrectly submitted and not working yet, and     signatureperftest had a failing test case.          test: atest signatureperftest     change-id: i739a87c02fdb3dd8c82cd63c8187fa9a8bf05ca7     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,0
"dump mnetworktoifaces in networkpolicymanagerservice          dump last interfaces of the network information in dumpsys of     netpolicy.          output:     network to interfaces:     100: {rmnet_data1}]     101: {v4-wlan0, wlan0}]          bug: 237640200     test: frameworksnettests     change-id: i258f5565e62666cd71222073c692e45e2e5828e2     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0]",1,1,1
"fix weak global reference overflow          when the last item of srunningattributionsources is removed, the     current check condition will cause the process of removing     srunningattributionsources stopped and return directly, bring in weak     global reference table overflow.          change the order for smooth removal.          bug: 218794347     test: run audio stress test pass     change-id: i39072f3b72f0be6d6debbcbc948d7a940ad92785     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0, 0, 0]",1,0,0
"[bugfix][remoteanimation] fix indexoutofboundsexception in onanimationfinished of     remoteanimationcontroller          sometimes mpendinganimations.remove will be called more than once in one cycle (line 255 - 270) of     onanimationfinished, e.g., mpendinganimations.remove being called again in     adapters.madapter.mcapturedfinishcallback.onanimationfinished, resulting in     indexoutofboundsexception.          bug:237989368          change-id: ica771f1ae4cb4ddddb7684bd964504ca9f31ea12     test: monkey test     ","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",1,0,0
fix virtual display cannot be relased.          bug:238368970          1. imediaprojectioncallback#onstop to release virtual display and     remove mvirtualdisplaydevices.     2. displaymanagerservice#releasevirtualdisplayinternal cannot remove display device due to null mvirtualdisplaydevices.          signed-off-by: linkai <linkai@xiaomi.com>     change-id: idb3f4aabe894b17a9681dae9f1028bd44ac36f1e     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,0
"binder: clearcallingidentity is kernel binder          this method clears the calling identity of a kernel     binder call. however, there is now a generic api to     disallow the use of kernel binder calling identities.     this is used by rpc binder calls in order to ensure     that code doesn't accidentally assume the default     (<pid>, <uid>) calling identity means that the call     originated from another process.          in the c++ layer, this api is attached to     ipcthreadstate. in the future, we could consider     expanding the scope of this api to code and restore     many types of calling ids, but the current return     type may not have enough space, and i want to     push people away from thread locals (globals)     for now.          bug: 237245600     test: n/a     change-id: i6e293814769cbd3c41e72afd95385af31ceb099f     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
"update doc for audio-coupled-haptic related stuff.          when using audio-coupled-haptic playback, the haptic channels will be     muted if the app doesn't have the vibrate permission. update the doc to     state that apps should hold vibrate permission to make     audio-coupled-haptic works as expected.          bug: 236586224     test: make     change-id: i69c1332d39f997a61f3a969d652144d829de9659     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
"update method visibility for testing          remove visiblefortesting for onuserstarted, onpackageremoved and     onpackageadded because it's not necessary now.          bug: 230548427     test: m ; atest frameworksnettests     change-id: i531feb457bc59dc9969d93311654523f3e6f5270     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
delete timeclonedsimpledateformat.          this test has been timing out due to it's long runtime and causing other     tests to fail. since it is already the simplest it can be we should just     delete it.          bug: 237633188     test: atest expensiveobjectsperftest     change-id: id334fc9bd650206d0433433ff27abd6fab695d0a     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
final set of libcore benchmarks.          test: atest {testname}     change-id: id6340c9cda83bcadfb5b65dbae0226fcb4eb691c     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
"fix javadoc typo in applicationinfo          - flag_system had a small typo          test: documentation only, not needed     change-id: iaa27b7ccac6090658e5f893778997a6ce850b8b0     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
"stop vpn profiles by exiting vpnrunner instead of prepareinternal          change to call the vpnrunner.exit to stop vpn profile     instead of using prepareinternal to leave the package intact.     this aligns with the way that vpnservices are disconnected     so that the package and other related information will not be     reset unexpectedly.          in current design, vpn will examine if the current prepared     package matches to prevent an existing always-on vpn from being     dethroned by other apps when the vpn always-on is enabled.     however, when the vpn is disabled using stopvpnprofile, the     current package name will be updated to [legacy vpn]. the     current package will no longer be the same with the vpn package.     this resulted in the rejection of the vpn app to start the vpn     using vpnmanager.startvpnprofile again.          test: atest frameworksnettests     test: manually test with vpn app to reconnect vpn when always-on     is enabled.     bug: 235322391     change-id: i83e1e1edf6c3a6653d87216afcd397f296f59cf2     ","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0]",1,1,1
"update the prefix in keystore for app exclusion          update the string without the underscore to prevent conflict with     the existing vpn prefix.          settings app may get exception when the vpn exclusion list was     set since the logic is used in the settings relying on the     prefix match. the current app exclusion prefix is also started     with `vpn_`, so it will be mis-used by settings as a vpn profile.          bug: 237345836     test: atest frameworksnettests     change-id: i01e773cc15eb1ae5ffaa12aef124bbbf390cc004     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
"parcel.java: fix bug where non-nested creators threw nullpointer          upon deserialization, various apis would check that the passed in class     was assignable from the creator's enclosing class - which was assumed to     always be the parcelable type.          this assumption is not always true, so updating the check to explicitely     store the parcelable type          fix: 232589966     test: m && atest parceltest && atest bundletest     change-id: i59b650a854944e9020615a65798c5e54f5540aaa     ","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 2, 3, 7, 0]",1,0,0
cec: do not allow null callback          do not allow onetouchplay and getdisplaystatus methods to be called     with null callback as an argument.          bug: 236687418     test: none     change-id: i9f1b3ec5c1a44fd588068881febd35d34930f031     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",1,1,1
add api to set launch tda featureid in options          - add new api in activityoptions for a caller to be able to specify     launch taskdisplayarea in activityoptions.     - add option to specify launch taskdisplayarea featureid in     activitymanagershellcommand.          bug: 234349363     test: atest tasklaunchparamsmodifiertests     change-id: i092787ede5245d15774e01054c408533fe632b57     ,"[0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 3, 16, 3, 0]",0,0,1
"notificationplayer: use audiofocus_gain_transient instead of audiofocus_gain in looping mode          a voip app will usually use notification with flag_insistent when a new voip call comes, if the duration hint was audiofocus_gain the music app will not continue after the voip call end.          signed-off-by: wumin3 <wumin3@xiaomi.com>     change-id: i6270bb08181b8fb94c84ec0f69bd226f3a7d0f01     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,1,1
"update vpn app exclusion list when packages are added or removed          this commit passes through package added/removed broadcasts,     triggering the vpn to update the allowed/excluded uids.          this is required because the vpn app exclusion list is stored     in the keystore. the uid range for the vpn network agent should     be updated when the package status is updated.          as an example, consider the following sequence:     - package a is installed, and in the exclusion list.     - a is uninstalled     - vpn starts, a is not installed, so no uid a to exclude     - a is re-installed after vpn is started     - the vpn would include the app a, potentially breaking it.          bug: 231373589     test: atest frameworksnettests     change-id: i7ee32103ffdfc97e4c95007f35671cefeb9b22d7     ","[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 1, 0]",0,0,1
