commitMsg,changeType,bugFix,featureAddition,performanceImprovement
"DeactivateDataCall remove network on all errors          Remove network on all errors instead of only RADIO_NOT_AVAIALBLE.          Test: atest DataNetworkTest     Bug: 219998284     Change-Id: Ia1f2e5cd63bcf93967ea4fd4a35fcb9515c5e3f3     Merged-In: Ia1f2e5cd63bcf93967ea4fd4a35fcb9515c5e3f3     ","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0]","1","1","1"
"Add ERROR_RADIO_NOT_AVAILABLE for DataServiceCallback          Test: atest DataNetworkTest, DataNetworkControllerTest     Bug: 221174412     Change-Id: Ib457e598ea5ada76813cb233be5b0a5cde260acc     Merged-In: Ib457e598ea5ada76813cb233be5b0a5cde260acc     ","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","1","1","1"
"DO NOT MERGE: WM: Call Transaction#sanitize am: 20303e05bf          Original change: https://googleplex-android-review.googlesource.com/c/platform/frameworks/base/+/16811293          Change-Id: Ic9ef9b4e3b852abad4f48db78c9b24a560ebf5d8     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `DO NOT MERGE: WM: Call Transaction#sanitize` into sc-dev","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge `DO NOT MERGE: WM: Call Transaction#sanitize` into sc-v2-dev","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge `DO NOT MERGE: WM: Call Transaction#sanitize` into sc-qpr1-dev","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Fix NPE          NPE happens when there is an orphaned session which we've     tried to prevent in all cases.          Log an error message if this situation happens.          Bug: 227342978     Test: atest CtsRootPackageInstallerHostTestCases     Change-Id: Ia21323926bd9db1a6f05461904deb45b4c3dd0bc     (cherry picked from commit 07e31dfb1efabc8110d64819f26a06e12a35e020)     Merged-In: Ia21323926bd9db1a6f05461904deb45b4c3dd0bc     ","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]","1","1","1"
"[automerge] Fix NPE 2p: 18179a8762          Original change: https://googleplex-android-review.googlesource.com/c/platform/frameworks/base/+/17592146          Bug: 227342978     Change-Id: I6ea0f4792197af9fde542c7407b9549a2f3b48c1     Merged-In: Ia21323926bd9db1a6f05461904deb45b4c3dd0bc     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Fix NPE          NPE happens when there is an orphaned session which we've     tried to prevent in all cases.          Log an error message if this situation happens.          Bug: 227342978     Test: atest CtsRootPackageInstallerHostTestCases     Change-Id: Ia21323926bd9db1a6f05461904deb45b4c3dd0bc     (cherry picked from commit 07e31dfb1efabc8110d64819f26a06e12a35e020)     Merged-In: Ia21323926bd9db1a6f05461904deb45b4c3dd0bc     ","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]","1","1","1"
"Fix NPE          NPE happens when there is an orphaned session which we've     tried to prevent in all cases.          Log an error message if this situation happens.          Bug: 227342978     Test: atest CtsRootPackageInstallerHostTestCases     Change-Id: Ia21323926bd9db1a6f05461904deb45b4c3dd0bc     (cherry picked from commit 07e31dfb1efabc8110d64819f26a06e12a35e020)     Merged-In: Ia21323926bd9db1a6f05461904deb45b4c3dd0bc     ","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]","1","1","1"
"Fix NPE          NPE happens when there is an orphaned session which we've     tried to prevent in all cases.          Log an error message if this situation happens.          Bug: 227342978     Test: atest CtsRootPackageInstallerHostTestCases     Change-Id: Ia21323926bd9db1a6f05461904deb45b4c3dd0bc     (cherry picked from commit 07e31dfb1efabc8110d64819f26a06e12a35e020)     Merged-In: Ia21323926bd9db1a6f05461904deb45b4c3dd0bc     ","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]","1","1","1"
"Fix NPE          NPE happens when there is an orphaned session which we've     tried to prevent in all cases.          Log an error message if this situation happens.          Bug: 227342978     Test: atest CtsRootPackageInstallerHostTestCases     Change-Id: Ia21323926bd9db1a6f05461904deb45b4c3dd0bc     (cherry picked from commit 07e31dfb1efabc8110d64819f26a06e12a35e020)     Merged-In: Ia21323926bd9db1a6f05461904deb45b4c3dd0bc     ","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]","1","1","1"
"[automerge] DO NOT MERGE: SurfaceControlViewHost: Restrict disclosure of input token 2p: 0cfda55b95          Original change: https://googleplex-android-review.googlesource.com/c/platform/frameworks/base/+/17562439          Bug: 215912712     Change-Id: I3ba5c200fb3266a21b98909b5faa288a75c9fda6     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"DO NOT MERGE: SurfaceControlViewHost: Restrict disclosure of input token          Currently we send the input (channel) token from the embedded     view hierarchy to the remote embedding process via SurfacePackage.     This is used to call grantEmbeddedWindowFocus. However this could also     allow the host process to invoke updateInputChannel, which is not     desirable. To fix this we rework updateInputChannel to work in terms     of a focusGrantToken, which only carries this 1 capability.     SurfacePackage is modified to not include the input token, but rather     include this focus grant token.          Bug: 215912712     Test: SurfaceControlViewHostTests     Change-Id: Ie278f678f12f50c32f142a4260ff7d1c2a9ca57c     (cherry picked from commit 501ee91b957eab6feb05832168573f51573efced)     ","[0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 10, 0]","1","1","1"
"[rvc] RESTRICT AUTOMERGE Add finalizeWorkProfileProvisioning.          Test: atest android.devicepolicy.cts.DevicePolicyManagerTest     Bug: 210469972     Change-Id: I2de99f9ccd8b27ffdc2562fa451f132e73d54317     ","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Document a section of code` am: 7c37904142 am: 5859be6c51          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2055047          Change-Id: I1a4345554c80510e0256e75dda13f69ae3f8ef16     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Document a section of code` am: 7c37904142          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2055047          Change-Id: I9b8c0c90ba6877fa509e82d502cdf660fa4020d6     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Document a section of code`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Capitalize TZ display name strings          Capitalize Settings UI time zone display name strings for languanges     like Polish for standalone locations like summaries and lists. The     motivating example case is the string for `Coordinated Universal Time`     in Polish, which is not capitalized in CLDR, as they capitalize for the     middle of sentences by default. In English, Coordinated Universal Time     is already capitalized.          With this commit all `display name`-like strings have been capitalized     (region names, exemplar locations, time zone names like     `Coordinated Universal Time` and `British Summer Time`) for     completeness. For the Polish case, many are already capitalized, but     capitalizing the first letter is therefore a no-op. The     `GMT+xx:xx`-style strings have not been changed.          Also see the associated change in packages/apps/Settings.          Bug: 190109975     Test: Visual inspection in English and Polish of UTC, United States,     Russia in the time zone picker and the date & time screen on mobile     Change-Id: Ib20248769bf8c8cc065d9b210fce4cfc14c91261          Change-Id: I93af68b82f30872c5ddb5c2618900b433d86314a     ","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0]","1","1","1"
"[automerge] [scv2] RESTRICT AUTOMERGE Add finalizeWorkProfileProvisioning. 2p: b157e658a7          Original change: https://googleplex-android-review.googlesource.com/c/platform/frameworks/base/+/17567140          Bug: 210469972     Change-Id: I19e3b76e9289c9b0709c3c1584bbb93f008913f5     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"[scv2] RESTRICT AUTOMERGE Add finalizeWorkProfileProvisioning.          Test: atest android.devicepolicy.cts.DevicePolicyManagerTest     Bug: 210469972     Change-Id: I1ea926194992cbce26e2245fec0e563b3010a02f     ","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"[automerge] [sc] RESTRICT AUTOMERGE Add finalizeWorkProfileProvisioning. 2p: b519b549fd          Original change: https://googleplex-android-review.googlesource.com/c/platform/frameworks/base/+/17567806          Bug: 210469972     Change-Id: I18deb234d9c47f708a3f823173a0d796761f4b76     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"[sc] RESTRICT AUTOMERGE Add finalizeWorkProfileProvisioning.               Test: atest android.devicepolicy.cts.DevicePolicyManagerTest     Bug: 210469972     Change-Id: I1ea926194992cbce26e2245fec0e563b3010a02f     ","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Document a section of code          Document a section of code that prevents an NTP-related CTS test working     if the device is not connected to Wifi. The reason the code exists took     a little bit of research, so here it is.          Bug: 213393821     Test: Comment-only change     Change-Id: I0b5d9f298ef36e861f780a29fdf74f0226fa1567     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Handle non-exist permission group correctly for pm list permissions` am: 6887292748 am: 627ff7fd80          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/1734914          Change-Id: I754db3fd6243ed5d9fc607f03a9e79d2922b4fb7     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Handle non-exist permission group correctly for pm list permissions` am: 6887292748          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/1734914          Change-Id: Ibe788cb7146d2981ae44561c5887b6c644fe6a3a     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Handle non-exist permission group correctly for pm list permissions`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge `[DeviceConfig] true/false should be wrapped in @code tags` am: d47a35e3a7 am: 0a426efbe4          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2053134          Change-Id: Ie1eb11816b64f207ec014805e1c4ff0c54704cf6     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Updated API documentation of screenWidthDp and screenHeightDp.` am: ec2121901c am: d697c8b46d          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2030783          Change-Id: I24cdb45357c2fec71ef713eedbc0269300cc4065     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `[DeviceConfig] true/false should be wrapped in @code tags` am: d47a35e3a7          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2053134          Change-Id: I4449d905ed20e10e65b93e5d82f7cefb8f7b2b15     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Updated API documentation of screenWidthDp and screenHeightDp.` am: ec2121901c          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2030783          Change-Id: I607d3723b0d2855f9b53f30cd4dda058ff3b4d93     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `[DeviceConfig] true/false should be wrapped in @code tags`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge `Updated API documentation of screenWidthDp and screenHeightDp.`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge changes I46fb8cfe,I4181b465,I99e1ca1d,I66b09693 am: aa6698b0b4 am: 16aa1bcc9f          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2039065          Change-Id: I581f0e2d398e7410c024fd3fd911d05fec187d62     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Don't remove devices on onHotplug() am: c188a56888 am: d27da8101b          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2039064          Change-Id: I98afc51818bfba99d5afcf5bee9c21ace759bdf2     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Assign local device portId 0 am: c8adf1f70e am: cc03484e9d          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2002570          Change-Id: I833116e82eb8e2ff729718bfede8bc4d36558bdc     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Set device type on first message received am: 888ee5bea0 am: 9ae5381050          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/1903493          Change-Id: Ic50bf48aad006e81bceaab51009af219cb8d992f     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge changes I46fb8cfe,I4181b465,I99e1ca1d,I66b09693 am: aa6698b0b4          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2039065          Change-Id: I7bf37aeb37a78bd90756b674567699f2bac9cbfa     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Don't remove devices on onHotplug() am: c188a56888          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2039064          Change-Id: I222cf5c44dfc9059f3e503cd2d6b0a10b3d76e46     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Assign local device portId 0 am: c8adf1f70e          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2002570          Change-Id: I122a38f05bbb8f1ad9881a601747a1bc851bce36     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Set device type on first message received am: 888ee5bea0          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/1903493          Change-Id: I35d3f4878a2d5ee65290f106235860ecfece0a13     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge changes I46fb8cfe,I4181b465,I99e1ca1d,I66b09693          * changes:     Only invoke listener once physical address becomes known     Don't remove devices on onHotplug()     Assign local device portId 0     Set device type on first message received     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `KeyStore: Surface RKP failures` am: 6c82325675 am: a0e091c6f3          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2049729          Change-Id: I466711a2d3e8690dc0383140049bed75fa5bb31f     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `KeyStore: Surface RKP failures` am: 6c82325675          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2049729          Change-Id: Ia726d3005e6971b4cf34c05b7cb70f7511263fd3     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `KeyStore: Surface RKP failures`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","0","0"
"Merge `Provide gesture and tappable element insets for caption` am: 268eff33ec am: 3cd3a85988          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2052567          Change-Id: I72029e1a0de4026cfbf17604591433683e13b2d4     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Provide gesture and tappable element insets for caption` am: 268eff33ec          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2052567          Change-Id: I1e6bf195c6783ba547915653fb3451598cfeb972     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
